id,trigger,conditions,script,text,options,notes
sunrider_mission4_returnConvo3a,DialogOptionSelected,$option == sunrider_mission4_returnConvo3a,,"""Well, you could just have not gone there, you know. Though it's weird that Yoshio was still there, because I lost my fleet quite a while ago.

""Anyway, is there anything else I can help you with?""",sunrider_mission4_returnConvo4:Continue,
sunrider_mission4_returnConvo3b,DialogOptionSelected,$option == sunrider_mission4_returnConvo3b,,"""Of course. I don’t have money to buy even a Kite anymore, and I'm not a skilled officer either, so this is where I will spend the rest of my days."" His expression bears the defeat of someone who played the starfarer's game and lost, which is most of them.

""Anyway, is there anything else I can help you with?""",sunrider_mission4_returnConvo4:Continue,
sunrider_mission4_returnConvo4,DialogOptionSelected,$option == sunrider_mission4_returnConvo4,ShowSecondPerson sunrider_ava,"""May I, captain?"" Ava asks, and you let her step into the call.

Bumble seems to pale at the sight of her face; he certainly remembers her, at least. Nor is her smile entirely reassuring.

""Don't worry, Mr. Bumble. I won't file a harassment suit, if you'd be so kind as to answer a few questions."" He nods jerkily.",sunrider_mission4_returnConvo5:Continue,
sunrider_mission4_returnConvo5,DialogOptionSelected,$option == sunrider_mission4_returnConvo5,,"""That day you told Captain $playerName that it all happened near a debris field full of green and red derelicts. Did you happen to find any survivors before the attack?""

He shakes his head. ""We only searched one ship before we were attacked. There was no-one on board."" A pause. ""But I did grab a recording of the ship's final moments.

""It seemed that the fleet was in a battle against things I never saw in my life. And in the middle of the fight, that fleet was swallowed by an anomalous singularity coming from what looked like a giant, even stranger station. That's when the recording cut off.""",sunrider_mission4_returnConvo6:Continue,
sunrider_mission4_returnConvo6,DialogOptionSelected,$option == sunrider_mission4_returnConvo6,,"Ava seems very intrigued by his last statement. ""Those things they were fighting, were they white ships and smaller red mechs?"" 

He thinks for several seconds. ""I don’t know, I don’t remember. The data was lost with my fleet, so I can’t show you either, sorry.""

Ava asks one last question: ""Do you remember when you were ambushed? How much time ago was it?"" He tells you both that the ambush occurred less than one month before he met you for the first time.
",sunrider_mission4_returnConvo7:Continue,
sunrider_mission4_returnConvo7,DialogOptionSelected,$option == sunrider_mission4_returnConvo7,,"Ava nods. ""Thank you, Garney. That’s all."" 

""You’re welcome, and once again, I'm sorry for not being able to compensate you for disposing of that pirate. And, uh, sorry again for the harrassment, I guess.""",sunrider_mission4_returnConvo8:End the call,
sunrider_mission4_returnConvo8,DialogOptionSelected,$option == sunrider_mission4_returnConvo8,"HideSecondPerson
BeginConversation sunrider_ava true false","After you cut the comm link, Ava turns to you and takes a deep breath.

""It is as clear as day to me that the Sunrider was not the first or the last ship that got warped here. Although I am still intrigued by how the Hegemony and Sindrians seem to have come into possession of PACT ships... you know, the red ones... while Tri-Tachyon and the Persean League have the emerald Solar Alliance ships in their hands. I’m pretty sure those factions occasionally sell them as well, don’t they?""","sunrider_mission4_returnConvo9:""I might have seen some around.""
sunrider_mission4_returnConvo9Alt:""Not sure.""",
sunrider_mission4_returnConvo9,DialogOptionSelected,$option == sunrider_mission4_returnConvo9,,"She looks at the vastness of space.

""What in all the galaxies is happening? Why is Ryuvian lost technology going on such a weird rampage, if it’s even a Ryuvian problem to begin with?"" She looks down, rubs her face with both hands up and down with defeat in her speech, and for a fraction of a second, her eyepatch gets out of place and you can see that her right eye is wounded and certainly blind. ""Nobody will find out from here, that’s for sure. She doesn't seem to have noticed that you saw it, but you decide to keep it to yourself.""","sunrider_mission4_returnConvo10:""If we find a way back, will you return to your galaxy?""
sunrider_mission4_returnConvo11:Say nothing",
sunrider_mission4_returnConvo9Alt,DialogOptionSelected,$option == sunrider_mission4_returnConvo9Alt,"$option = sunrider_mission4_returnConvo9
FireBest DialogOptionSelected",,,
sunrider_mission4_returnConvo10,DialogOptionSelected,$option == sunrider_mission4_returnConvo10,"$option = sunrider_mission4_returnConvo11
FireBest DialogOptionSelected","""I..."" Ava exhales. ""I don’t know and I don't want to think about it right now. I will not build up expectations because I have no idea if these warps are one or two-way trips and I highly doubt it is the latter.""",,
sunrider_mission4_returnConvo11,DialogOptionSelected,$option == sunrider_mission4_returnConvo11,Call $global.sunrider_mission4_ref complete,"She salutes. ""Anyway, I shall return to my duties. See you later, $playerSirOrMadam.""",sunrider_mission4_returnConvoEnd:End,
sunrider_mission4_returnConvoEnd,DialogOptionSelected,$option == sunrider_mission4_returnConvoEnd,"ShowDefaultVisual
EndConversation",,,
#END Ava quest 4,,,,,,
,,,,,,
# Vows mission,,,,,,
sunrider_missionVows_introOpt,AddBarEvents,"Sunrider_MiscFunctions isAvaInParty
$global.sunrider_mission3_doneOrSkipped
$global.sunrider_mission4_doneOrSkipped
!$global.sunrider_missionVows_doneOrSkipped
!$global.sunrider_missionVows_delay
!Call $global.sunrider_missionVows_ref isMissionRunning
Sunrider_MiscFunctions canShowVowsMissionHere
#RollProbability 0.6","AddBarEvent sunrider_missionVows_introPre ""Visit the couple at the table"" ""You see a man and a woman in Luddic pilgrims' robes at a table, each enjoying a cup of tea after their meal. When they briefly meet your gaze, the man beams."" highlight",,,
sunrider_missionVows_introPre,DialogOptionSelected,$option == sunrider_missionVows_introPre,"BeginMission sunrider_missionVows false
BeginConversation sunrider_grandorder true false
Call $global.sunrider_missionVows_ref updateData
$option = sunrider_missionVows_intro1 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_intro1,DialogOptionSelected,$option == sunrider_missionVows_intro1,"ShowSecondPerson sunrider_santos
$global.sunrider_missionVows_seenMission = true
Highlight ""Beholder Station"" $sunrider_missionVows_rewardStr
AddTextSmall ""This mission will be time-sensitive.""","The couple both appear to be barely of age. They greet you with smiles, the woman's pronounced heterochromic eyes shining in the overhead light.

""Good day, Captain. Blessings be upon you,"" he says with his palms together.

The woman says ""My name is $sunrider_missionVows_brideName and this is $sunrider_missionVows_groomName. We’re looking for someone to give us a ride to Beholder Station. Will ya please take us there for $sunrider_missionVows_rewardStr credits?""

""It's our wedding,"" he adds.","sunrider_missionVows_intro2:Agree
sunrider_missionVows_introAbort:Decline, saying you have other plans",# could show map here but we want to see the people's faces
sunrider_missionVows_intro2,DialogOptionSelected,$option == sunrider_missionVows_intro2,"AdjustRepPerson sunrider_grandorder FRIENDLY 5
AdjustRepPerson sunrider_santos FRIENDLY 5
AcceptMission","""Thank you very much,"" the man says, bowing. His fiancée lets out a ""yay"" before covering her mouth with both hands, blushing awkwardly.",sunrider_missionVows_introReturn:Return to the bar,
sunrider_missionVows_introAbort,DialogOptionSelected,$option == sunrider_missionVows_introAbort,AbortMission,"The youngsters look down, crestfallen. As you turn away, you hear the man say ""Don't fret, dear, there'll be another one along soon. Ludd will provide.""",sunrider_missionVows_introReturn:Return to the bar,
sunrider_missionVows_introReturn,DialogOptionSelected,$option == sunrider_missionVows_introReturn,"EndConversation DO_NOT_FIRE
RestoreSavedVisual
BarCMD showOptions",,,
,,,,,,
sunrider_missionVows_shrineDock,OpenInteractionDialog,"$id == beholder_station
$sunrider_missionVows_shrine score:10","Call $global.sunrider_missionVows_ref updateData
PrintDescription 1
ShowDefaultVisual
ShrineCMD addIntel",,sunrider_missionVows_shrineStart:Prepare to deliver the couple to their wedding,
sunrider_missionVows_shrineStart,DialogOptionSelected,$option == sunrider_missionVows_shrineStart,"ShowPersonVisual true sunrider_grandorder
ShowSecondPerson sunrider_santos
Sunrider_AddOptionConfirmation sunrider_missionVows_shrineAbort ""This will terminate the quest prematurely. Are you sure?"" ""Yes"" ""No""","You head to shuttle bay to see off your passengers.

$sunrider_missionVows_groomFirst turns to you. ""While you're here, would you like to visit the shrine? It's quite beautiful, though not as beautiful as my $sunrider_missionVows_brideFirst."" That line gets him a playful punch in the shoulder from her.","sunrider_missionVows_shrine1:Agree
sunrider_missionVows_shrineAbort:Decline, but wish them well",
sunrider_missionVows_shrine1,DialogOptionSelected,$option == sunrider_missionVows_shrine1,"AdjustRepPerson sunrider_grandorder FRIENDLY 2
AdjustRepPerson sunrider_santos FRIENDLY 2
Sunrider_PlayInteractionMusic SunriderClaude","You take a shuttle over to the station with the young couple.

As the hatch opens, $sunrider_missionVows_groomFirst turns and says ""$sunrider_missionVows_brideFirst, could you wait here with Captain $playerName and the luggage for a second?""

""Okay, baby."" 

He gasps and whispers, ""Hey, don’t call me that in public."" She chuckles and answers, ""My bad, cutie... oops, Ludd forgive me, sweetie...""

You see his face going red just before he turns his back and walks towards a priest in the distance. Nearby, one of your guards makes a sound suspiciously similar to repressed laughter.

That was quite the unusual scene to witness between Luddic pilgrims, but well, such is young love. Were you ever like that, yourself?",sunrider_missionVows_shrine2:Continue,
sunrider_missionVows_shrine2,DialogOptionSelected,$option == sunrider_missionVows_shrine2,HideSecondPerson,"$sunrider_missionVows_brideFirst puts her hands on her hips. She takes a contrapposto stance at first, but soon starts swaying her hips side to side slowly, switching her weight from leg to leg.","sunrider_missionVows_shrine3:""Are you okay?""
sunrider_missionVows_shrine3Alt:Say nothing",
sunrider_missionVows_shrine3,DialogOptionSelected,$option == sunrider_missionVows_shrine3,,"""Oh?"" She stops, turns to you and lets out a giggle, ""I’m excited, and a little nervous as well, of course. I’ll get married with my beloved boy very soon after all!""

She starts to say something more, but her face scrunches up for a moment, before she sneezes. 

""Sorry. What about ya? Have ya a darling yourself, cap’n?"" Between her speech style and how fast she's talking, it's a little hard to follow what she's saying.","sunrider_missionVows_shrine4Yes:Say yes
sunrider_missionVows_shrine4No:Say no
sunrider_missionVows_shrine4Maybe:Avoid the question",
sunrider_missionVows_shrine3Alt,DialogOptionSelected,$option == sunrider_missionVows_shrine3Alt,"$option = sunrider_missionVows_shrine4Common 0
FireBest DialogOptionSelected","After a few moments, she stops moving and turns to you. ""Oh, before I forget, ya invited to watch the ceremony if ya wanna, $playerFirstName. I can call you $playerFirstName, right?""",,
sunrider_missionVows_shrine4Yes,DialogOptionSelected,$option == sunrider_missionVows_shrine4Yes,"$option = sunrider_missionVows_shrine4Common 0
FireBest DialogOptionSelected","""Nice,"" she gives you thumbs up and a grin. ""If ya’d like, both are welcome to the ceremony, alright?""",,
sunrider_missionVows_shrine4No,DialogOptionSelected,$option == sunrider_missionVows_shrine4No,"$option = sunrider_missionVows_shrine4Common 0
FireBest DialogOptionSelected","""I see. Spacers like ya don’t have much time for that, I suppose. But if ya wanna watch the ceremony, ya welcome to.""",,
sunrider_missionVows_shrine4Maybe,DialogOptionSelected,$option == sunrider_missionVows_shrine4Maybe,"$option = sunrider_missionVows_shrine4Common 0
FireBest DialogOptionSelected","""Ah,"" she very quickly holds her palms together and bows, ""forgive me, I got a little carried away.""",,
sunrider_missionVows_shrine4Commmon,DialogOptionSelected,$option == sunrider_missionVows_shrine4Common,"ShowSecondPerson sunrider_santos
AddCredits $sunrider_missionVows_reward","At this point, $sunrider_missionVows_groomFirst returns, his smile suddenly gone. ""Here are the credits, captain,"" he says with a polite yet stiff bow.",sunrider_missionVows_shrine5:Continue,
sunrider_missionVows_shrine5,DialogOptionSelected,$option == sunrider_missionVows_shrine5,Sunrider_PlayInteractionMusic,"He turns to her, ""Love, we have a problem. Our officiant isn’t coming."" Her hand flies to her mouth. ""Looks like he broke a leg two weeks ago and won’t walk for a few months. Nobody on the station right now can replace him.""",sunrider_missionVows_shrine6:Continue,
sunrider_missionVows_shrine6,DialogOptionSelected,$option == sunrider_missionVows_shrine6,FireAll MostLuddicEthosRefresh,"She looks back at him. ""The least we can do is pray for his recovery, but what now? What about us?"" 

He turns to you and asks without hesitation, ""will you please give us a hand again?""","sunrider_missionVows_shrine7Officiate:""You want me to officiate?""
sunrider_missionVows_shrine7How:Ask how",
sunrider_missionVows_shrine7Officiate,DialogOptionSelected,$option == sunrider_missionVows_shrine7Officiate,"$option = sunrider_missionVows_shrine7How 0
FireBest DialogOptionSelected","""No!"" he laughs, despite the situation, ""of course not, captain.""",,
sunrider_missionVows_shrine7OfficiateFaithful,DialogOptionSelected,"$option == sunrider_missionVows_shrine7Officiate
$player.luddicFaithfulOrChurchCom","$option = sunrider_missionVows_shrine7How 0
FireBest DialogOptionSelected","""No!"" he laughs, despite the situation. ""You may be a $playerBrotherOrSister of the faith, captain, but that just won't do at all.""",,
sunrider_missionVows_shrine7How,DialogOptionSelected,$option == sunrider_missionVows_shrine7How,"Highlight $sunrider_missionVows_curateName $sunrider_missionVows_curateLocName $sunrider_missionVows_rewardStr
Sunrider_AddOptionConfirmation sunrider_missionVows_shrineAbort2 ""This will terminate the quest prematurely. Are you sure?"" ""Yes"" ""No""","""There is a curate of the Church, named $sunrider_missionVows_curateName. We have met before, and $sunrider_missionVows_curateHeOrShe once promised us that if something went wrong, $sunrider_missionVows_curateHeOrShe would help,"" he explains, ""but $sunrider_missionVows_curateHeOrShe is $sunrider_missionVows_curateLocOnOrAt $sunrider_missionVows_curateLocName right now.

""If you could bring $sunrider_missionVows_curateHimOrHer to us, we could pay you another $sunrider_missionVows_rewardStr credits.""","sunrider_missionVows_shrine8:Accept
sunrider_missionVows_shrineAbort2:Decline",
sunrider_missionVows_shrine8,DialogOptionSelected,$option == sunrider_missionVows_shrine8,"AdjustRepPerson sunrider_grandorder FRIENDLY 10
AdjustRepPerson sunrider_santos FRIENDLY 10
Call $global.sunrider_missionVows_ref findCurate","Her face lights up at your answer, ""Yay, thankies, cap’n!"" 

""Tell the curate that we’re here and waiting,"" he says. ""We'll pay you when you get back.""

The couple says their farewell, bows with their palms together and walk into the shrine.","sunrider_missionVows_shrineAbortContinue:Visit the shrine while you're here
defaultLeave:Leave",
sunrider_missionVows_shrineAbort,DialogOptionSelected,$option == sunrider_missionVows_shrineAbort,"AddCredits $sunrider_missionVows_reward
Call $global.sunrider_missionVows_ref complete","He nods. ""I see. We’re grateful for your generosity all the same, and will pray for your safety among the stars. Goodbye."" 

After paying you, they wave, get into the shuttle and leave.","sunrider_missionVows_shrineAbortContinue:Visit the shrine on your own time
defaultLeave:Leave",
sunrider_missionVows_shrineAbort2,DialogOptionSelected,$option == sunrider_missionVows_shrineAbort2,Call $global.sunrider_missionVows_ref fail,"She starts to tear up, and he looks at you in silence before they both walk away.",defaultLeave:Leave,
sunrider_missionVows_shrineAbortContinue,DialogOptionSelected,$option == sunrider_missionVows_shrineAbortContinue,"ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireAll BeholderShrineMainOptions",,,
,,,,,,
sunrider_missionVows_curatePostDock,PopulateOptions,"$market.sunrider_missionVows_curateLoc
Call $global.sunrider_missionVows_ref updateData",,You could look for the curate $sunrider_missionVows_curateName at the local shrine to officiate for that young couple.,2:sunrider_missionVows_curate1:Visit the shrine and look for the curate,
sunrider_missionVows_curate1,DialogOptionSelected,$option == sunrider_missionVows_curate1,BeginConversation shrine_curate true false,"You take a shuttle down to the shrine, making whatever arrangements are needed to get past whoever might be in the way at the moment.

A novice greets you at the door. After explaining your purpose, you are led to a small chamber, where the curate is currently resting.

""What brings you here, child?""",sunrider_missionVows_curate2:Explain the matter,
sunrider_missionVows_curate2,DialogOptionSelected,$option == sunrider_missionVows_curate2,Call $global.sunrider_missionVows_ref returnToShrine,"$Rank $personLastName's face flickers at the mention of the young couple. After you describe the situation, $heOrShe holds $hisOrHer palms together.

""My heart aches for the officiant’s misfortune. Either way, I shall fulfill the promise I made to the radiant youngsters years ago. Please give me an hour and I shall accompany you.""",sunrider_missionVows_curate3:Leave once ready,
sunrider_missionVows_curate3,DialogOptionSelected,$option == sunrider_missionVows_curate3,"ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireAll PopulateOptions","As promised, $personLastName accompanies you on your shuttle back to your $shipOrFleet.",,
,,,,,,
sunrider_missionVows_returnStart,OpenInteractionDialog,"$id == beholder_station
$sunrider_missionVows_shrine2 score:2","PrintDescription 1
BeginConversation shrine_curate true false
Call $global.sunrider_missionVows_ref updateData
$option = sunrider_missionVows_return1 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_return1,DialogOptionSelected,$option == sunrider_missionVows_return1,"ShowSecondPerson sunrider_grandorder
ShowThirdPerson sunrider_santos
AddCredits $sunrider_missionVows_reward","You take a shuttle down to the station with the curate. As you disembark, $sunrider_missionVows_brideFirst and $sunrider_missionVows_groomFirst approach, smiling radiantly.

""Welcome back, cap'n"" she holds her palms together and bows to both of you, ""here’s the payment.""",sunrider_missionVows_return2:Continue,
sunrider_missionVows_return2,DialogOptionSelected,$option == sunrider_missionVows_return2,,"""And hello, $personName. It's wonderful to see you again."" The couple bow deeply, and the old curate returns it with grace.

""Y’re here to be our officiant, right?"" The $personRank nods, and
and $sunrider_missionVows_brideFirst says with glee, ""then we can let them know that everything and everyone is here for the big day!""

She walks away, almost running. The curate takes one step after her, then stops with a weary sigh. 

""Honestly, I’m not sure how to feel about that young lady’s way of talking and behaving. I’ve never seen such a... an informal and carefree pilgrim like her.

""Yet, blessed be her kind and selfless heart.""",sunrider_missionVows_return3:Continue,
sunrider_missionVows_return3,DialogOptionSelected,$option == sunrider_missionVows_return3,"EndConversation DO_NOT_FIRE
ShowDefaultVisual","After the curate takes a moment to get $hisOrHer bearings, $heOrShe hobbles off.

You start to leave as well when two uniformed men, who had been standing nearby in a parade rest, now turn and walk towards you.

""$PlayerSirOrMadam? A moment of your time, if you would.""",sunrider_missionVows_return4:Continue,
sunrider_missionVows_return4,DialogOptionSelected,$option == sunrider_missionVows_return4,"BeginConversation sunrider_holyoak true false
ShowSecondPerson sunrider_saint","""We are... inquiring into a matter of grave concern to the security of the Sector,"" the $manOrWoman in the garments of a Church knight says. 

When you ask $himOrHer to elaborate, $heOrShe seems to hesitate. ""It is also a matter of grave secrecy. You must swear that nothing we tell you shall reach the ears of others, and-""","sunrider_missionVows_return5Ask:""What's this about, sir?""
sunrider_missionVows_return5Silent:Say nothing
sunrider_missionVows_return5Games:""I don't have time for games.""",
sunrider_missionVows_return5Common,DialogOptionSelected,$option == sunrider_missionVows_return5Common,,"The Hegemony officer chuckles. ""Cass, Cass. Please stop upsetting the good captain."" $sunrider_missionVows_SaintHeOrShe turns to you. ""You must forgive my good friend here; $heOrShe does not converse well with others outside $hisOrHer own order.

""I am Captain Azreal Saint, representing Hegemony Naval Intelligence. This is Knight-Captain Cassiel Holyoak, a $brotherOrSister of the Church. If you would kindly accompany us, we can discuss this matter in a more comfortable - and private - setting.""",sunrider_missionVows_return6:Go with them,
sunrider_missionVows_return5Ask,DialogOptionSelected,$option == sunrider_missionVows_return5Ask,"$option = sunrider_missionVows_return5Common 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_return5Silent,DialogOptionSelected,$option == sunrider_missionVows_return5Silent,"$option = sunrider_missionVows_return5Common 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_return5Games,DialogOptionSelected,$option == sunrider_missionVows_return5Games,"$option = sunrider_missionVows_return5Common 0
FireBest DialogOptionSelected",,,
sunrider_missionVows_return6,DialogOptionSelected,$option == sunrider_missionVows_return6,ShowImageVisual SunriderPhoto,"A couple of minutes later, the three of you are seated around a small table in a private reception room, your respective guards (one each) standing a safe distance behind. Capt. Saint activates a privacy field that blurs the room past your hard, utilitarian chairs - this is Beholder Station, after all - into a blue haze.

$sunrider_missionVows_SaintHeOrShe taps on his alternative-brand TriPad, and an image appears on the table before you.

""Do you recognize this, captain?""","sunrider_missionVows_return7Yes:""...These are Ryuvian Nightmares.""
sunrider_missionVows_return7No:Say you don't know (lie)",
sunrider_missionVows_return7Common,DialogOptionSelected,$option == sunrider_missionVows_return7Common,"ShowPersonVisual true sunrider_holyoak
ShowSecondPerson sunrider_saint
Highlight ""Five million credits""
Sunrider_AddOptionConfirmation sunrider_missionVows_returnAbort ""This will lose you access to the mission. Are you sure?"" ""Yes"" ""No""","Saint goes on, ""We have confirmed the presence of these... hostile entities outside the core worlds. Two points make them significant: their completely unknown origin, and the fact that their  combat capabilities appear to surpass the AI abominations from the First AI War.

""As such, the Hegemony and the Church of Galactic Redemption are jointly offering an extraordinary bounty for the confirmed destruction of these constructs. Should you accept, we will provide you with the location where this image was taken.""

You ask how extraordinary the bounty is.

Holyoak puts a hand on the table, leaning on it. ""Five million credits.""","sunrider_missionVows_return8:Accept
sunrider_missionVows_returnAbort:Decline",
sunrider_missionVows_return7Yes,DialogOptionSelected,$option == sunrider_missionVows_return7Yes,"$option = sunrider_missionVows_return7Common 0
FireBest DialogOptionSelected","""Ry-u-vian,"" Holyoak repeats. ""Is that what they're called?""",,
sunrider_missionVows_return7No,DialogOptionSelected,$option == sunrider_missionVows_return7No,"$player.ethosLiar++
$option = sunrider_missionVows_return7Common 0
FireBest DialogOptionSelected","The two officers glance at each other, than at you, the Hegemony captain raising an eyebrow. But neither of them quite pushes the matter.",,
sunrider_missionVows_return8,DialogOptionSelected,$option == sunrider_missionVows_return8,"BeginMission sunrider_missionShowdown
Call $global.sunrider_missionVows_ref updateData
Call $global.sunrider_missionShowdown_ref updateData","""Very good, captain,"" Holyoak says. ""Very, very good.""",sunrider_missionVows_return8Cont:Continue,
sunrider_missionVows_return8Cont,DialogOptionSelected,$option == sunrider_missionVows_return8Cont,"Highlight $sunrider_missionShowdown_system
Call $global.sunrider_missionShowdown_ref showMap ""$sunrider_missionShowdown_system""","Saint brings up a map display. The so-called Nightmares were observed in the $sunrider_missionShowdown_system, as seen here. A large joint Hegemony-Church task force was sent here to deal with this threat. Suffice to say, they... did not succeed.""

$sunrider_missionVows_SaintHeOrShe transmits the mission details to your TriPad. ""Should you defeat this menace, transmit the evidence and this authentication code to a Hegemony or Church military official for your payment. Good hunting, captain,"" $sunrider_missionVows_SaintHeOrShe extends a hand over the table.

Holyoak puts $hisOrHer hands together and bows solemnly. ""I pray for your success, captain.""",sunrider_missionVows_return9:Shake hands and leave,"showMap is currently broken, it checks startingStage after that value has already been set to null"
sunrider_missionVows_return9,DialogOptionSelected,"$option == sunrider_missionVows_return9
Call $global.sunrider_missionVows_ref updateData","Highlight ""next five days""
Call $global.sunrider_missionVows_ref enableWedding
$entity.
ShowDefaultVisual
EndConversation DO_NOT_FIRE","As you leave, you receive a message from $sunrider_missionVows_brideFirst on your TriPad.

""Sorry I forgot! Now that we have our officiant, our wedding will take place in the next five days. Be there, okay? ^^""

First things first, though. You'll want to talk about your new mission with the person most familiar with the Ryuvians.",sunrider_missionShowdown_avaBrief1:Speak with Ava,
sunrider_missionVows_returnAbort,DialogOptionSelected,$option == sunrider_missionVows_returnAbort,,"Saint hides $sunrider_missionVows_saintHisOrHer disappointment rather better than Holyoak does.

""Understandable,"" the Hegemony officer says. ""We'd hoped that... no matter. Thank you for your time, captain.""",sunrider_missionVows_returnAbortContinue:Return to the main area,
sunrider_missionVows_returnAbortContinue,DialogOptionSelected,$option == sunrider_missionVows_returnAbortContinue,"Highlight ""next five days""
Call $global.sunrider_missionVows_ref enableWedding
ShowDefaultVisual
EndConversation DO_NOT_FIRE
FireAll BeholderShrineMainOptions","As you leave, you receive a message from $sunrider_missionVows_brideFirst on your TriPad.

""Sorry I forgot! Now that we have our officiant, our wedding will take place in the next five days. Be there, okay? ^^""",,
,,,,,,
sunrider_missionVows_weddingStart,BeholderShrineMainOptions,$sunrider_missionVows_shrine3 score:2,,,sunrider_missionVows_wedding1:Look for the wedding,
sunrider_missionVows_wedding1,DialogOptionSelected,$option == sunrider_missionVows_wedding1,"Call $global.sunrider_missionVows_ref updateData
$player.sunrider_missionVows_attendedWedding = true","You inquire with the curate about the wedding and are told to follow the decorated corridors.

After navigating a trail of synthetic flowers, hearts and stars of paper, you see an open door. A few guards are lounging nearby, perhaps a concession to the importance of some of the guests.

A deacon standing next to the opening with an old-fashioned clipboard asks for your name, and after checking it against the guest list, one of the guards gives you a piece of paper. ""Enjoy the party, captain.""",sunrider_missionVows_wedding2:Enter,
sunrider_missionVows_wedding2,DialogOptionSelected,$option == sunrider_missionVows_wedding2,,"You step into a cavernous nave, Kumari Aru visible through a large window on the far side. An usher greets you and invites you to find a seat at one of the many tables, most of which are crowded with strangers.

You pick a random table, your guards standing behind you, and look around. Every table has a square board with a checkered pattern, a small box with many cards, and board game pieces.

The paper in your hand contains only a number: 19603. Odd. You put it in your pocket for now.",sunrider_missionVows_wedding3:Wait,
sunrider_missionVows_wedding3,DialogOptionSelected,$option == sunrider_missionVows_wedding3,"Sunrider_PlayInteractionMusic SunriderWedding
ShowPersonVisual true shrine_curate
ShowSecondPerson sunrider_grandorder
ShowThirdPerson sunrider_santos","Several minutes later, the groom walks down the aisle, and so does the bride shortly after.

Curate $sunrider_missionVows_curateName does $sunrider_missionVows_curateHisOrHer speech, and the couple exchange their vows and rings, then the curate pronounces them husband and wife.

""You may kiss the bride.""

The moment brings a great applause from the audience. Family members surround the couple with hugs.","sunrider_missionVows_wedding4:Stand and cheer with the others
sunrider_missionVows_wedding4Alt:Keep it low-key",
sunrider_missionVows_wedding4,DialogOptionSelected,$option == sunrider_missionVows_wedding4,,"When everyone calms down, $sunrider_missionVows_groomFirst speaks, the PA system capturing his voice and carrying it to all corners of the room. 

""I’d like to thank all of you for your presence; it means a lot to us. I also would like to thank all the people who helped our wedding to happen...""

He mentions a few people for various reasons, ""... and of course, captain $playerName, who brought us and $sunrider_missionVows_curateFatherOrMother $sunrider_missionVows_curateLast here."" The audience turns their attention to you briefly, as they had to everyone else mentioned.",sunrider_missionVows_wedding5:Continue,
sunrider_missionVows_wedding4Alt,DialogOptionSelected,$option == sunrider_missionVows_wedding4Alt,"$option = sunrider_missionVows_wedding4
FireBest DialogOptionSelected",,,
sunrider_missionVows_wedding5,DialogOptionSelected,$option == sunrider_missionVows_wedding5,"Sunrider_AddOptionConfirmation sunrider_missionVows_weddingLeaveEarly ""Are you sure you want to skip out early?"" ""Yes"" ""No""","$sunrider_missionVows_brideFirst speaks up, an arm around her new husband. 

""There’s a lot of food and a few games for the party, but I need to point out two rules,"" she takes a deep breath and speaks in a serious tone, ""one: you can eat and drink as much as you want, but do not leave this hall with any of our food! Two: we’re here to chill and have fun with simple things! With all that said, enjoy.""","sunrider_missionVows_wedding6:Continue
sunrider_missionVows_weddingLeaveEarly:Leave",
sunrider_missionVows_weddingLeaveEarly,DialogOptionSelected,$option == sunrider_missionVows_weddingLeaveEarly,"Call $global.sunrider_missionVows_ref complete
unset $sunrider_missionVows_shrine3
AddStoryPoints 1
ShowDefaultVisual","You skip out of the wedding while you can. It's been fun, but the galaxy remains out there.",defaultLeave:Leave,
sunrider_missionVows_wedding6,DialogOptionSelected,$option == sunrider_missionVows_wedding6,"Sunrider_PlayInteractionMusic Monkeys_Spinning_Monkeys
HideFirstPerson","A few people leave, but most stay. The newlywed couple move around the hall to greet the guests with a handshake or hug... most of the time both. There’s more than enough food and drink for everyone, but no alcohol or lobsters... which is maybe regrettable, but certainly not the end of the world.

Everyone picks their food and drink at their own pace, some start playing their games and others just talk. The food is quintesenntially Luddic: simple, but well-made and satisfying. 

It’s not long before the couple approach you. They give you a handshake as you congratulate them.","sunrider_missionVows_wedding7Good:Compliment the food
sunrider_missionVows_wedding7Lobster:Comment about the lack of lobsters",
sunrider_missionVows_wedding7Good,DialogOptionSelected,$option == sunrider_missionVows_wedding7Good,,"$sunrider_missionVows_groomFirst smiles. ""Thanks."" 

$sunrider_missionVows_brideFirst nods. ""Yeah, my dearest’s granny is a great chef, especially with sweets. Ya’d absolutely love her pudding and apple pie, cap’n.""

""Oh, right,"" he says, ""the desserts will be out later, give them a go. ""
",sunrider_missionVows_wedding8:Continue,
sunrider_missionVows_wedding7Lobster,DialogOptionSelected,$option == sunrider_missionVows_wedding7Lobster,,"She speaks in a lower voice, ""I know. These guys are annoyingly strict sometimes... for example, weeks after $sunrider_missionVows_groomFirst proposed to me in Gilead’s shrine, I jokingly brought up Volturnian lobsters for the afterparty,"" she points at someone in the crowd, ""and that father over there yelled a whole bible-sized lecture at me."" He nods.",sunrider_missionVows_wedding8:Continue,
